text,label
i think its just a subconscious acknowledgement about my feelings towards eddie eg ignored,sadness
i have control issues though they really only kick badly when i feel unprotected or dont trust my safety net,fear
i necessarily believe in the power of rape whistles but i never got one and i feel grossly unprotected by my campus,fear
ive been coughing for the past few days now and my stomach muscles are definitely feeling rather tender the sore throat is a new development as is the runny nose,love
i feel that i am just so unimportant in this life,sadness
i feel frightened i hear a mighty roar,fear
i feel like my heart broke telling my children a href http twitter,sadness
im feeling all kinds of conflicted about the bit with his rather violent reaction towards the paparazzi over that zq jcho cpine lunch,anger
i also feel it can be rude to see your family doctor out and about and approach them together with your ailments,anger
i feel they are the last of the tortured fandoms remaining save saints football fans but thats the wrong sport,anger
i have to mention that i feel slightly unhappy because i have yet to get back any of my prelim papers maths aside and because of that ive been feeling stuck in limbo for the last weeks because i cant really start studying properly until i get back my papers,sadness
i am feeling so grumpy today,anger
i often used the word poggy when we were growing up together when we were feeling particularly ugly or generally not very good those days when all you want to do is stay in bed and hide from the outside world,sadness
i feel more vulnerable,fear
i actually stop to think about it it makes me feel quite overwhelmed,fear
i wrote it feels slightly strange starting to write this about cambodia as i sit in lax airport waiting to bi,fear
i am feeling rebellious which is often i suppose,anger
ive feeling a bit morose as of late,sadness
i feel like my brain is going to expload and its going to be messy and painful,sadness
i am feeling unhappy and weird,sadness
i was feeling all hot and sweaty from dance rehearsals and not looking my best to greet a man as per the guides i now read obsessively but exceptions must be made and i wasn t expecting this,love
